SalesOrderID,OrderDate,DueDate,ShipDate,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,SubTotal,Freight,TotalDue
45332,24-02-2018,02-03-2018,27-02-2018,SO45332,PO6351110306,10-4020-000255,255,277,27877.4,836.32,28713.72
45333,25-02-2018,02-03-2018,05-03-2018,SO45333,PO6670131417,10-4020-000432,432,275,4223.19,127,4350.19
45334,25-02-2018,02-03-2018,05-03-2018,SO45334,PO6438146078,10-4020-000309,309,277,51137.32,1533.42,52670.74
45335,25-02-2018,02-03-2018,02-03-2018,SO45335,PO6641155631,10-4020-000342,342,275,14048.08,420.46,14468.54
45336,26-02-2018,05-03-2018,01-03-2018,SO45336,PO7221197705,10-4020-000326,326,283,27311.56,821.69,28133.25
45337,26-02-2018,05-03-2018,02-03-2018,SO45337,PO7598166612,10-4020-000045,45,279,17669,531.13,18200.13
45338,27-02-2018,06-03-2018,02-03-2018,SO45338,PO7627114520,10-4020-000433,433,280,57142.87,1714.29,58857.16
45339,28-02-2018,07-03-2018,05-03-2018,SO45339,PO7656113434,10-4020-000403,403,276,27763.77,833.06,28596.83
45340,28-02-2018,07-03-2018,02-03-2018,SO45340,PO7714194147,10-4020-000495,495,279,2552.63,76.58,2629.21
45341,01-03-2018,08-03-2018,08-03-2018,SO45341,PO7830178569,10-4020-000040,40,277,34738.6772,1041.8,35780.4772
45342,01-03-2018,08-03-2018,08-03-2018,SO45342,PO7917111421,10-4020-000401,401,281,63037.49,1891.06,64928.55
45343,01-03-2018,08-03-2018,08-03-2018,SO45343,PO8874137222,10-4020-000348,348,276,20979.32,632.13,21611.45
45344,01-03-2018,08-03-2018,05-03-2018,SO45344,PO8816179390,10-4020-000218,218,283,58114.54,1742.86,59857.4
45516,02-03-2018,09-03-2018,12-03-2018,SO45516,PO261128364,10-4020-000647,647,277,19162.24,574.81,19737.05
45517,02-03-2018,09-03-2018,06-03-2018,SO45517,PO20213190120,10-4020-000216,216,275,9421.26,282.64,9703.9
45518,02-03-2018,09-03-2018,13-03-2018,SO45518,PO20155192513,10-4020-000092,92,283,12179.94,365.4,12545.34
45519,02-03-2018,09-03-2018,13-03-2018,SO45519,PO19720174068,10-4020-000562,562,277,4064.98,121.95,4186.93
45520,02-03-2018,09-03-2018,08-03-2018,SO45520,PO19488171523,10-4020-000057,57,277,31628.61,948.5,32577.11
45521,03-03-2018,09-03-2018,12-03-2018,SO45521,PO19169144736,10-4020-000272,272,283,19227.01,579.25,19806.26
45522,03-03-2018,09-03-2018,06-03-2018,SO45522,PO19401195812,10-4020-000173,173,282,28786.22,863.49,29649.71
45523,06-03-2018,13-03-2018,15-03-2018,SO45523,PO18937157668,10-4020-000439,439,276,1429.4,44.07,1473.47
45524,07-03-2018,14-03-2018,12-03-2018,SO45524,PO18299160578,10-4020-000118,118,282,36045.87,1083.18,37129.05
45525,07-03-2018,14-03-2018,15-03-2018,SO45525,PO17719132619,10-4020-000631,631,278,7274.3,218.23,7492.53
45526,07-03-2018,14-03-2018,16-03-2018,SO45526,PO17690133184,10-4020-000047,47,268,6101.37,183.01,6284.38
45527,07-03-2018,14-03-2018,16-03-2018,SO45527,PO17545114353,10-4020-000155,155,282,54458.87,1633.62,56092.49
45528,08-03-2018,15-03-2018,16-03-2018,SO45528,PO17226123218,10-4020-000561,561,277,2146.96,64.41,2211.37
45529,08-03-2018,15-03-2018,12-03-2018,SO45529,PO17574182721,10-4020-000678,678,282,97078.15,2919.64,99997.79
45530,09-03-2018,16-03-2018,16-03-2018,SO45530,PO16269114887,10-4020-000624,624,281,20.19,0.5,20.69
45531,09-03-2018,16-03-2018,19-03-2018,SO45531,PO15950134053,10-4020-000114,114,276,4266.34,127.99,4394.33
45532,09-03-2018,16-03-2018,14-03-2018,SO45532,PO15834119448,10-4020-000417,417,277,6691.85,199.55,6891.4
45533,10-03-2018,16-03-2018,15-03-2018,SO45533,PO15718114961,10-4020-000580,580,277,1258.38,37.75,1296.13
45534,10-03-2018,16-03-2018,15-03-2018,SO45534,PO14964111594,10-4020-000581,581,281,37591.98,1130.28,38722.26
45535,10-03-2018,16-03-2018,13-03-2018,SO45535,PO15138174425,10-4020-000093,93,277,11256.85,337.09,11593.94
45536,11-03-2018,16-03-2018,16-03-2018,SO45536,PO15167166424,10-4020-000273,273,277,21442.97,643.19,22086.16
45537,11-03-2018,16-03-2018,16-03-2018,SO45537,PO14877156666,10-4020-000172,172,282,4049.98,121.5,4171.48
45538,11-03-2018,16-03-2018,16-03-2018,SO45538,PO14268192541,10-4020-000418,418,277,21847.38,655.41,22502.79
45539,12-03-2018,19-03-2018,14-03-2018,SO45539,PO13920158775,10-4020-000180,180,275,28469.86,854.1,29323.96
45540,12-03-2018,19-03-2018,16-03-2018,SO45540,PO13746118798,10-4020-000567,567,279,42756.09,1282.54,44038.63
45541,12-03-2018,19-03-2018,16-03-2018,SO45541,PO13717172787,10-4020-000473,473,281,69.22,1.79,71.01
45542,14-03-2018,21-03-2018,20-03-2018,SO45542,PO13543153598,10-4020-000293,293,281,56400.88,1692.15,58093.03
45543,14-03-2018,21-03-2018,23-03-2018,SO45543,PO11977169841,10-4020-000675,675,279,735.76,22.69,758.45
45544,14-03-2018,21-03-2018,23-03-2018,SO45544,PO11426116218,10-4020-000386,386,279,3391.55,101.75,3493.3
45545,14-03-2018,21-03-2018,19-03-2018,SO45545,PO11107196467,10-4020-000156,156,278,8965.93,268.98,9234.91
45546,15-03-2018,22-03-2018,23-03-2018,SO45546,PO10585114494,10-4020-000498,498,268,12206.34,366.16,12572.5
45547,15-03-2018,22-03-2018,21-03-2018,SO45547,PO10382198471,10-4020-000453,453,277,40766.8,1222.84,41989.64
45548,16-03-2018,23-03-2018,22-03-2018,SO45548,PO667144480,10-4020-000365,365,281,7657.89,229.74,7887.63
45549,16-03-2018,23-03-2018,23-03-2018,SO45549,PO783111978,10-4020-000091,91,280,50762.71,1522.59,52285.3
45550,16-03-2018,23-03-2018,27-03-2018,SO45550,PO1624140031,10-4020-000579,579,277,54979.91,1648.73,56628.64
45551,16-03-2018,23-03-2018,22-03-2018,SO45551,PO1943115167,10-4020-000525,525,279,7274.3,218.23,7492.53
45552,17-03-2018,23-03-2018,23-03-2018,SO45552,PO1740119260,10-4020-000460,460,282,11136.77,335.03,11471.8
45553,17-03-2018,23-03-2018,27-03-2018,SO45553,PO1885177550,10-4020-000588,588,278,69240.2572,2077.06,71317.3172
45554,18-03-2018,23-03-2018,26-03-2018,SO45554,PO2697134276,10-4020-000187,187,276,25517.39,764.65,26282.04
45555,18-03-2018,23-03-2018,26-03-2018,SO45555,PO3248155143,10-4020-000366,366,276,65725.81,1974.35,67700.16
45556,18-03-2018,23-03-2018,20-03-2018,SO45556,PO3190111178,10-4020-000575,575,275,22822.82,687.34,23510.16
45557,18-03-2018,23-03-2018,26-03-2018,SO45557,PO4147117065,10-4020-000222,222,276,32554.91,976.65,33531.56
45558,19-03-2018,26-03-2018,21-03-2018,SO45558,PO4089184259,10-4020-000368,368,279,6104.97,183.15,6288.12
45559,19-03-2018,26-03-2018,26-03-2018,SO45559,PO4002119855,10-4020-000674,674,276,1258.38,37.75,1296.13
45560,21-03-2018,28-03-2018,28-03-2018,SO45560,PO4640111403,10-4020-000648,648,281,56967.04,1708.67,58675.71
45561,22-03-2018,29-03-2018,02-04-2018,SO45561,PO4408154584,10-4020-000143,143,275,25464.57,764.19,26228.76
45562,22-03-2018,29-03-2018,29-03-2018,SO45562,PO4756131313,10-4020-000126,126,275,3463.29,103.9,3567.19
45563,22-03-2018,29-03-2018,27-03-2018,SO45563,PO5307147884,10-4020-000369,369,279,4279.93,130.28,4410.21
45564,23-03-2018,30-03-2018,30-03-2018,SO45564,PO5220129554,10-4020-000169,169,276,62717.59,1884.56,64602.15
45565,23-03-2018,30-03-2018,28-03-2018,SO45565,PO5597130894,10-4020-000075,75,277,34558.11,1036.27,35594.38
45566,23-03-2018,30-03-2018,29-03-2018,SO45566,PO5974110725,10-4020-000330,330,276,874.79,26.24,901.03
45567,25-03-2018,30-03-2018,27-03-2018,SO45567,PO6322144798,10-4020-000503,503,275,874.79,26.24,901.03
45568,25-03-2018,30-03-2018,29-03-2018,SO45568,PO6786144925,10-4020-000003,3,277,15251.82,457.14,15708.96
45569,25-03-2018,30-03-2018,02-04-2018,SO45569,PO6873197322,10-4020-000238,238,277,2133.17,64,2197.17
45570,25-03-2018,30-03-2018,30-03-2018,SO45570,PO7192194940,10-4020-000020,20,283,32429.84,972.9,33402.74
45571,25-03-2018,30-03-2018,30-03-2018,SO45571,PO7569141774,10-4020-000608,608,281,78882.79,2376.44,81259.23
45572,26-03-2018,02-04-2018,04-04-2018,SO45572,PO7946181052,10-4020-000438,438,276,10701.72,321.05,11022.77
45573,27-03-2018,03-04-2018,05-04-2018,SO45573,PO9019160859,10-4020-000576,576,275,8158.46,244.67,8403.13
45574,27-03-2018,03-04-2018,30-03-2018,SO45574,PO9106197912,10-4020-000602,602,279,28078.51,845.4,28923.91
45575,28-03-2018,04-04-2018,05-04-2018,SO45575,PO9483193232,10-4020-000054,54,275,29325.85,881.87,30207.72
45576,28-03-2018,04-04-2018,02-04-2018,SO45576,PO9541140016,10-4020-000279,279,279,8219.94,246.25,8466.19
45577,29-03-2018,05-04-2018,06-04-2018,SO45577,PO9599125078,10-4020-000170,170,279,58704.14,1762.19,60466.33
45578,30-03-2018,06-04-2018,05-04-2018,SO45578,PO9802194761,10-4020-000026,26,279,3882.75,116.48,3999.23
45579,30-03-2018,06-04-2018,04-04-2018,SO45579,PO9570131045,10-4020-000585,585,279,4079.98,122.4,4202.38
45779,01-04-2018,06-04-2018,04-04-2018,SO45779,PO522162183,10-4020-000676,676,279,18031.59,541.26,18572.85
45780,01-04-2018,06-04-2018,09-04-2018,SO45780,PO18473162015,10-4020-000442,442,282,31193.28,938.18,32131.46
45781,01-04-2018,06-04-2018,06-04-2018,SO45781,PO18444138991,10-4020-000227,227,282,45943.76,1386.32,47330.08
45782,02-04-2018,09-04-2018,04-04-2018,SO45782,PO16588186502,10-4020-000146,146,283,40705.333,1223.41,41928.743
45783,02-04-2018,09-04-2018,05-04-2018,SO45783,PO16617161291,10-4020-000397,397,280,26016.9176,781.57,26798.4876
45784,03-04-2018,10-04-2018,09-04-2018,SO45784,PO16008186765,10-4020-000511,511,276,3762.24,113.16,3875.4
45785,03-04-2018,10-04-2018,06-04-2018,SO45785,PO15428114828,10-4020-000646,646,277,40766.04,1222.69,41988.73
45786,04-04-2018,11-04-2018,10-04-2018,SO45786,PO14732192241,10-4020-000514,514,282,68880.0952,2074.9,70954.9952
45787,04-04-2018,11-04-2018,06-04-2018,SO45787,PO14384118726,10-4020-000504,504,275,10226.95,306.64,10533.59
45788,04-04-2018,11-04-2018,06-04-2018,SO45788,PO14413199158,10-4020-000383,383,281,2169.04,65.07,2234.11
45789,04-04-2018,11-04-2018,09-04-2018,SO45789,PO14123172083,10-4020-000578,578,283,3064.7,94.5,3159.2
45790,08-04-2018,13-04-2018,13-04-2018,SO45790,PO13978116594,10-4020-000200,200,283,2882.72,87.09,2969.81
45791,08-04-2018,13-04-2018,17-04-2018,SO45791,PO13949179754,10-4020-000643,643,275,3391.55,101.75,3493.3
45792,12-04-2018,19-04-2018,18-04-2018,SO45792,PO13862173868,10-4020-000119,119,282,31578.75,949.83,32528.58
45793,13-04-2018,20-04-2018,19-04-2018,SO45793,PO13775113238,10-4020-000618,618,275,26685,800.13,27485.13
45794,13-04-2018,20-04-2018,24-04-2018,SO45794,PO12760191318,10-4020-000083,83,282,11295.73,338.15,11633.88
45795,13-04-2018,20-04-2018,23-04-2018,SO45795,PO12412125626,10-4020-000670,670,277,35123.38,1053.09,36176.47
45796,14-04-2018,20-04-2018,23-04-2018,SO45796,PO11861125955,10-4020-000017,17,275,59103.18,1772.78,60875.96
45797,14-04-2018,20-04-2018,18-04-2018,SO45797,PO11049120115,10-4020-000679,679,278,29308.05,878.76,30186.81
45798,14-04-2018,20-04-2018,17-04-2018,SO45798,PO10817199969,10-4020-000203,203,281,29494.05,884.8,30378.85
45799,15-04-2018,20-04-2018,24-04-2018,SO45799,PO10730195041,10-4020-000491,491,281,27579.33,826.95,28406.28
45800,16-04-2018,23-04-2018,18-04-2018,SO45800,PO10527156525,10-4020-000480,480,278,9867.99,296.02,10164.01
45801,17-04-2018,24-04-2018,20-04-2018,SO45801,PO10179161655,10-4020-000027,27,279,53423.46,1606.41,55029.87
45802,17-04-2018,24-04-2018,20-04-2018,SO45802,PO1189157476,10-4020-000423,423,279,22648.04,678.91,23326.95
45803,18-04-2018,25-04-2018,27-04-2018,SO45803,PO1566112039,10-4020-000486,486,275,9891.31,296.34,10187.65
45804,18-04-2018,25-04-2018,26-04-2018,SO45804,PO2552178124,10-4020-000506,506,283,40814.76,1223.62,42038.38
45805,20-04-2018,27-04-2018,25-04-2018,SO45805,PO3393138494,10-4020-000549,549,279,24604.66,739.05,25343.71
45806,21-04-2018,27-04-2018,24-04-2018,SO45806,PO4176142696,10-4020-000458,458,279,2923.32,88,3011.32
45807,21-04-2018,27-04-2018,24-04-2018,SO45807,PO4959174388,10-4020-000269,269,275,3524.04,108.66,3632.7
45808,23-04-2018,30-04-2018,02-05-2018,SO45808,PO5075188229,10-4020-000344,344,283,4266.34,127.99,4394.33
45809,26-04-2018,03-05-2018,01-05-2018,SO45809,PO5365154898,10-4020-000161,161,275,24087.52,724.14,24811.66
45810,26-04-2018,03-05-2018,03-05-2018,SO45810,PO5626186069,10-4020-000166,166,277,31457.43,948.28,32405.71
45811,27-04-2018,04-05-2018,01-05-2018,SO45811,PO6409111249,10-4020-000292,292,277,3456.26,103.6,3559.86
45812,29-04-2018,04-05-2018,01-05-2018,SO45812,PO6235178037,10-4020-000431,431,275,6858.19,205.63,7063.82
45813,29-04-2018,04-05-2018,08-05-2018,SO45813,PO7859120230,10-4020-000221,221,281,32245.85,967.44,33213.29
45814,30-04-2018,07-05-2018,03-05-2018,SO45814,PO8120138004,10-4020-000485,485,268,33406.63,1004.46,34411.09
45815,30-04-2018,07-05-2018,07-05-2018,SO45815,PO9657174967,10-4020-000315,315,279,32222.04,966.51,33188.55
46023,01-05-2018,08-05-2018,09-05-2018,SO46023,PO20242170841,10-4020-000390,390,278,6074.97,182.25,6257.22
46024,02-05-2018,09-05-2018,07-05-2018,SO46024,PO19691162154,10-4020-000353,353,282,14280.53,428.28,14708.81
46025,02-05-2018,09-05-2018,08-05-2018,SO46025,PO19981184028,10-4020-000271,271,280,2646.18,79.22,2725.4
46026,02-05-2018,09-05-2018,07-05-2018,SO46026,PO19923199302,10-4020-000018,18,275,27802.91,838.45,28641.36
46027,03-05-2018,10-05-2018,10-05-2018,SO46027,PO19256159915,10-4020-000162,162,275,3456.26,103.6,3559.86
46028,04-05-2018,11-05-2018,08-05-2018,SO46028,PO19546126425,10-4020-000206,206,279,26270.6,788.19,27058.79
46029,04-05-2018,11-05-2018,10-05-2018,SO46029,PO19227152145,10-4020-000210,210,278,3016.5,90.37,3106.87
46030,04-05-2018,11-05-2018,10-05-2018,SO46030,PO18908181698,10-4020-000164,164,283,8164.16,244.83,8408.99
46031,05-05-2018,11-05-2018,10-05-2018,SO46031,PO19430136502,10-4020-000318,318,278,2175.8,65.19,2240.99
46032,05-05-2018,11-05-2018,10-05-2018,SO46032,PO18676118909,10-4020-000697,697,276,30998.04,930.26,31928.3
46033,05-05-2018,11-05-2018,15-05-2018,SO46033,PO18560157809,10-4020-000531,531,279,4716.15,141.19,4857.34
46034,06-05-2018,11-05-2018,08-05-2018,SO46034,PO18415186478,10-4020-000191,191,282,29936.36,899.44,30835.8
46035,06-05-2018,11-05-2018,10-05-2018,SO46035,PO18270199753,10-4020-000011,11,282,12240.54,367.08,12607.62
46036,07-05-2018,14-05-2018,11-05-2018,SO46036,PO18386134137,10-4020-000558,558,275,30512.42,915.34,31427.76
46037,07-05-2018,14-05-2018,11-05-2018,SO46037,PO17777167791,10-4020-000208,208,282,1017.5,30.67,1048.17
46038,08-05-2018,15-05-2018,14-05-2018,SO46038,PO17748117802,10-4020-000102,102,278,21702.08,652.55,22354.63
46039,08-05-2018,15-05-2018,16-05-2018,SO46039,PO17313170717,10-4020-000389,389,282,24424.08,732.62,25156.7
46040,08-05-2018,15-05-2018,16-05-2018,SO46040,PO16849136860,10-4020-000198,198,275,419.46,12.58,432.04
46041,08-05-2018,15-05-2018,14-05-2018,SO46041,PO16762121494,10-4020-000259,259,276,3471.83,104.03,3575.86
46042,08-05-2018,15-05-2018,11-05-2018,SO46042,PO16646156443,10-4020-000001,1,280,26119.05,785.59,26904.64
46043,09-05-2018,16-05-2018,15-05-2018,SO46043,PO16791123625,10-4020-000036,36,275,19030.73,572.79,19603.52
46044,09-05-2018,16-05-2018,18-05-2018,SO46044,PO16733123313,10-4020-000533,533,282,29597.97,888.13,30486.1
46045,09-05-2018,16-05-2018,15-05-2018,SO46045,PO16327127643,10-4020-000584,584,279,48909.61,1469.88,50379.49
46046,10-05-2018,17-05-2018,16-05-2018,SO46046,PO15747111061,10-4020-000471,471,277,874.79,26.24,901.03
46047,10-05-2018,17-05-2018,17-05-2018,SO46047,PO16211157418,10-4020-000099,99,279,46396.66,1394.97,47791.63
46048,10-05-2018,17-05-2018,18-05-2018,SO46048,PO16037150345,10-4020-000384,384,276,33952.12,1019.72,34971.84
46049,11-05-2018,18-05-2018,16-05-2018,SO46049,PO15689114654,10-4020-000328,328,277,55740.76,1673.66,57414.42
46050,11-05-2018,18-05-2018,22-05-2018,SO46050,PO14848151962,10-4020-000478,478,282,2325.54,69.92,2395.46
46051,11-05-2018,18-05-2018,15-05-2018,SO46051,PO14500186228,10-4020-000650,650,276,33074.26,995.91,34070.17
46052,11-05-2018,18-05-2018,22-05-2018,SO46052,PO14529158983,10-4020-000289,289,280,24582.69,736.83,25319.52
46053,12-05-2018,18-05-2018,16-05-2018,SO46053,PO14471143194,10-4020-000145,145,280,52874.45,1588.36,54462.81
46054,13-05-2018,18-05-2018,22-05-2018,SO46054,PO14326187575,10-4020-000107,107,275,8543.06,256.26,8799.32
46055,13-05-2018,18-05-2018,17-05-2018,SO46055,PO13572168536,10-4020-000527,527,281,30885.11,926.32,31811.43
46056,13-05-2018,18-05-2018,21-05-2018,SO46056,PO12586180466,10-4020-000278,278,279,94326.84,2841.65,97168.49
46057,13-05-2018,18-05-2018,16-05-2018,SO46057,PO12499164653,10-4020-000078,78,276,62270.7444,1873.78,64144.5244
46058,14-05-2018,21-05-2018,23-05-2018,SO46058,PO12557123934,10-4020-000240,240,276,30181.74,905.71,31087.45
46059,14-05-2018,21-05-2018,17-05-2018,SO46059,PO12006169607,10-4020-000270,270,275,29446.72,884.01,30330.73
46060,15-05-2018,22-05-2018,21-05-2018,SO46060,PO11919125075,10-4020-000073,73,280,45487.723,1367.03,46854.753
46061,17-05-2018,24-05-2018,25-05-2018,SO46061,PO11716117697,10-4020-000144,144,275,14189.93,425.7,14615.63
46062,18-05-2018,25-05-2018,29-05-2018,SO46062,PO11600112515,10-4020-000569,569,282,39272.8672,1176.61,40449.4772
46063,18-05-2018,25-05-2018,29-05-2018,SO46063,PO10556135363,10-4020-000534,534,278,874.79,26.24,901.03
46064,18-05-2018,25-05-2018,22-05-2018,SO46064,PO11020129544,10-4020-000336,336,278,22124.54,664.04,22788.58
46065,18-05-2018,25-05-2018,25-05-2018,SO46065,PO10469188321,10-4020-000335,335,282,12164.94,364.95,12529.89
46066,19-05-2018,25-05-2018,28-05-2018,SO46066,PO10759115463,10-4020-000346,346,277,100378.71,3015.2,103393.91
46067,20-05-2018,25-05-2018,29-05-2018,SO46067,PO10440122607,10-4020-000623,623,277,101833.314,3061.23,104894.544
46068,20-05-2018,25-05-2018,24-05-2018,SO46068,PO10121135632,10-4020-000684,684,275,23312.96,699.85,24012.81
46069,21-05-2018,28-05-2018,24-05-2018,SO46069,PO609194739,10-4020-000492,492,276,8232.22,246.67,8478.89
46070,21-05-2018,28-05-2018,29-05-2018,SO46070,PO1276160874,10-4020-000548,548,279,758.08,23.37,781.45
46071,21-05-2018,28-05-2018,28-05-2018,SO46071,PO1827148074,10-4020-000317,317,282,20788.92,624.72,21413.64
46072,21-05-2018,28-05-2018,30-05-2018,SO46072,PO2146167606,10-4020-000354,354,278,65160.66,1961.69,67122.35
46073,22-05-2018,29-05-2018,28-05-2018,SO46073,PO2030166791,10-4020-000661,661,278,714.7,22.04,736.74
46074,22-05-2018,29-05-2018,30-05-2018,SO46074,PO2088179248,10-4020-000136,136,282,18206.62,550.24,18756.86
46075,22-05-2018,29-05-2018,28-05-2018,SO46075,PO2204192145,10-4020-000370,370,282,838.92,25.17,864.09
46076,22-05-2018,29-05-2018,24-05-2018,SO46076,PO2523131751,10-4020-000167,167,281,62344.01,1873.15,64217.16
46077,22-05-2018,29-05-2018,24-05-2018,SO46077,PO2900126524,10-4020-000469,469,280,37779.33,1134.55,38913.88
46078,23-05-2018,30-05-2018,25-05-2018,SO46078,PO2465131367,10-4020-000148,148,277,1532.35,47.25,1579.6
46079,23-05-2018,30-05-2018,29-05-2018,SO46079,PO2726172637,10-4020-000029,29,282,6086.37,182.56,6268.93
46080,23-05-2018,30-05-2018,01-06-2018,SO46080,PO2958185372,10-4020-000559,559,280,14248.77,427.38,14676.15
46081,23-05-2018,30-05-2018,30-05-2018,SO46081,PO3045173949,10-4020-000058,58,277,838.92,25.17,864.09
46082,24-05-2018,31-05-2018,01-06-2018,SO46082,PO3799169418,10-4020-000312,312,276,46519.08,1395.15,47914.23
46083,24-05-2018,31-05-2018,30-05-2018,SO46083,PO3857186802,10-4020-000256,256,277,12363.66,370.64,12734.3
46084,25-05-2018,01-06-2018,31-05-2018,SO46084,PO4553112120,10-4020-000313,313,276,1713.71,51.41,1765.12
46085,25-05-2018,01-06-2018,04-06-2018,SO46085,PO4698157727,10-4020-000528,528,276,3882.75,116.48,3999.23
46086,25-05-2018,01-06-2018,01-06-2018,SO46086,PO4901123378,10-4020-000084,84,278,50778.0886,1523.8,52301.8886
46087,26-05-2018,01-06-2018,01-06-2018,SO46087,PO5191162942,10-4020-000364,364,277,24144.98,725.56,24870.54
46088,26-05-2018,01-06-2018,05-06-2018,SO46088,PO5568122777,10-4020-000422,422,279,22497.21,674.57,23171.78
46089,26-05-2018,01-06-2018,30-05-2018,SO46089,PO5684142532,10-4020-000385,385,276,73568.21,2205.29,75773.5
46090,26-05-2018,01-06-2018,05-06-2018,SO46090,PO5858172038,10-4020-000566,566,279,93833.9324,2844.29,96678.2224
46091,26-05-2018,01-06-2018,29-05-2018,SO46091,PO6293193126,10-4020-000612,612,279,22130.12,665.57,22795.69
46092,27-05-2018,01-06-2018,01-06-2018,SO46092,PO5742133612,10-4020-000541,541,280,722.59,22.28,744.87
46093,27-05-2018,01-06-2018,01-06-2018,SO46093,PO6351171482,10-4020-000255,255,277,26009.31,781.63,26790.94
46094,27-05-2018,01-06-2018,31-05-2018,SO46094,PO6438128598,10-4020-000309,309,277,74719.66,2241.57,76961.23
46095,27-05-2018,01-06-2018,04-06-2018,SO46095,PO6641179809,10-4020-000342,342,275,9550.97,286.02,9836.99
46096,27-05-2018,01-06-2018,31-05-2018,SO46096,PO6960134279,10-4020-000532,532,282,838.92,25.17,864.09
46097,27-05-2018,01-06-2018,01-06-2018,SO46097,PO6670136353,10-4020-000432,432,275,3256.64,100.18,3356.82
46098,28-05-2018,04-06-2018,06-06-2018,SO46098,PO7221115229,10-4020-000326,326,283,51340.97,1543.93,52884.9
46099,28-05-2018,04-06-2018,31-05-2018,SO46099,PO7598165395,10-4020-000045,45,279,14404.42,435.02,14839.44
46100,28-05-2018,04-06-2018,01-06-2018,SO46100,PO7627134166,10-4020-000433,433,280,47655.06,1429.89,49084.95
46101,28-05-2018,04-06-2018,30-05-2018,SO46101,PO7656119075,10-4020-000403,403,276,28097.08,844.06,28941.14
46102,29-05-2018,05-06-2018,04-06-2018,SO46102,PO7917135523,10-4020-000401,401,281,10279.33,308.02,10587.35
46103,29-05-2018,05-06-2018,31-05-2018,SO46103,PO7830116487,10-4020-000040,40,277,65730.36,1972.82,67703.18
46104,30-05-2018,06-06-2018,07-06-2018,SO46104,PO7714117703,10-4020-000495,495,279,419.46,12.58,432.04
46105,30-05-2018,06-06-2018,04-06-2018,SO46105,PO8816169858,10-4020-000218,218,283,56396.56,1691.41,58087.97
46106,30-05-2018,06-06-2018,04-06-2018,SO46106,PO8932130323,10-4020-000287,287,275,2907.46,89.58,2997.04
46107,30-05-2018,06-06-2018,05-06-2018,SO46107,PO8874169089,10-4020-000348,348,276,45725.45,1373.56,47099.01
46322,01-06-2018,08-06-2018,08-06-2018,SO46322,PO20097117736,10-4020-000128,128,283,178.58,5.51,184.09
46323,01-06-2018,08-06-2018,06-06-2018,SO46323,PO20155112356,10-4020-000092,92,283,2238.5,159.89,2398.39
46324,01-06-2018,08-06-2018,12-06-2018,SO46324,PO20213135560,10-4020-000216,216,275,4310.75,129.19,4439.94
46325,01-06-2018,08-06-2018,11-06-2018,SO46325,PO19488134185,10-4020-000057,57,277,48748.84,1462.1,50210.94
46326,02-06-2018,08-06-2018,07-06-2018,SO46326,PO19401160698,10-4020-000173,173,282,29220.83,875.85,30096.68
46327,03-06-2018,08-06-2018,07-06-2018,SO46327,PO19169130329,10-4020-000272,272,283,13125.6175,721.59,13847.2075
46328,03-06-2018,08-06-2018,06-06-2018,SO46328,PO17835142103,10-4020-000551,551,282,722.59,22.28,744.87
46329,03-06-2018,08-06-2018,08-06-2018,SO46329,PO18067136592,10-4020-000314,314,279,722.59,22.28,744.87
46330,03-06-2018,08-06-2018,12-06-2018,SO46330,PO18299117472,10-4020-000118,118,282,13129.5075,721.02,13850.5275
46331,03-06-2018,08-06-2018,05-06-2018,SO46331,PO17719139668,10-4020-000631,631,278,5664.52,169.74,5834.26
46332,04-06-2018,11-06-2018,13-06-2018,SO46332,PO17690199814,10-4020-000047,47,282,5593.2925,399.1,5992.3925
46333,04-06-2018,11-06-2018,08-06-2018,SO46333,PO17545158984,10-4020-000155,155,282,50154.29,1504.42,51658.71
46334,04-06-2018,11-06-2018,11-06-2018,SO46334,PO17574196050,10-4020-000678,678,268,40708.54,2498.96,43207.5
46335,05-06-2018,12-06-2018,14-06-2018,SO46335,PO17226173072,10-4020-000561,561,277,356.9,11,367.9
46336,05-06-2018,12-06-2018,14-06-2018,SO46336,PO16095157174,10-4020-000096,96,276,419.46,12.58,432.04
46337,05-06-2018,12-06-2018,11-06-2018,SO46337,PO15863111762,10-4020-000545,545,281,955.2,29.1,984.3
46338,06-06-2018,13-06-2018,12-06-2018,SO46338,PO15834128897,10-4020-000417,417,277,19044.62,571.35,19615.97
46339,06-06-2018,13-06-2018,15-06-2018,SO46339,PO15950135611,10-4020-000114,114,276,3014.66,90.21,3104.87
46340,07-06-2018,14-06-2018,13-06-2018,SO46340,PO15718152766,10-4020-000580,580,277,3887.94,116.62,4004.56
46341,07-06-2018,14-06-2018,15-06-2018,SO46341,PO15138183971,10-4020-000093,93,277,25670.37,770.58,26440.95
46342,08-06-2018,15-06-2018,12-06-2018,SO46342,PO14964115309,10-4020-000581,581,281,14076.175,887.23,14963.405
46343,09-06-2018,15-06-2018,14-06-2018,SO46343,PO15167181233,10-4020-000273,273,277,29522.71,885.89,30408.6
46344,09-06-2018,15-06-2018,19-06-2018,SO46344,PO14268133810,10-4020-000418,418,277,25738.27,772.12,26510.39
46345,09-06-2018,15-06-2018,12-06-2018,SO46345,PO13746192187,10-4020-000567,567,279,17671.85,1021.41,18693.26
46346,09-06-2018,15-06-2018,19-06-2018,SO46346,PO13920182971,10-4020-000180,180,275,8912.695,637.35,9550.045
